Rownum,ItemIdent,target,TargetSoundfile,tword,prime,PrimeSoundfile,ptype,pword,Sequence,Condition,Group
79,F49,prezhio,prezhio.wav,nonword,javljao,javljao.wav,F,word,1N,Filler,2
80,F50,istrazhio,istrazhio.wav,word,trakio,trakio.wav,F,nonword,2N,Filler,2
81,F51,fermirao,fermirao.wav,nonword,valjao,valjao.wav,F,word,3N,Filler,2
82,F52,lichio,lichio.wav,word,svedomio,svedomio.wav,F,nonword,1N,Filler,2
83,F53,cemao,cemao.wav,nonword,zamatio,zamatio.wav,F,nonword,2N,Filler,2
84,F54,leveo,leveo.wav,nonword,vratjao,vratjao.wav,F,word,3N,Filler,2
85,F55,troshio,troshio.wav,word,prazhio,prazhio.wav,F,nonword,1N,Filler,2
86,F56,pazio,pazio.wav,word,pozhegao,pozhegao.wav,F,nonword,2N,Filler,2
87,F57,grujao,grujao.wav,nonword,genuo,genuo.wav,F,nonword,3N,Filler,2
88,F58,pobegao,pobegao.wav,word,chuvao,chuvao.wav,F,word,1N,Filler,2
89,F59,isplatio,isplatio.wav,word,pucao,pucao.wav,F,word,2N,Filler,2
90,F60,sprezhio,sprezhio.wav,nonword,gurnuo,gurnuo.wav,F,word,3N,Filler,2
91,F61,gario,gario.wav,nonword,isprochao,isprochao.wav,F,nonword,1N,Filler,2
92,F62,pljuvao,pljuvao.wav,word,pruzhao,pruzhao.wav,F,word,2N,Filler,2
93,F63,pavario,pavario.wav,nonword,testirao,testirao.wav,F,word,3N,Filler,2
94,F64,lumao,lumao.wav,nonword,glepao,glepao.wav,F,nonword,1N,Filler,2
95,F65,respravljao,respravljao.wav,nonword,repio,repio.wav,F,nonword,2N,Filler,2
96,F66,vimeo,vimeo.wav,nonword,kazao,kazao.wav,F,word,3N,Filler,2
97,F67,tuzhio,tuzhio.wav,word,morao,morao.wav,F,word,1N,Filler,2
98,F68,snivio,snivio.wav,nonword,garnuo,garnuo.wav,F,nonword,2N,Filler,2
